,road_damage_synthetic_data,,,,,,,,,,,,,,,
,242,pothole,2.16,20,0.0,rural,high,humid,resurfacing,gravel,1122,2606,865,4593,6,GR Infraprojects
,243,crack,2.56,0,8.67,highway,low,humid,resurfacing,gravel,1044,3879,1444,6367,4,Shapoorji Pallonji
,244,pothole,4.56,9,0.0,urban,high,rainy,full_depth_repair,bitumen,4528,9958,5052,19538,8,GMR Infra
,245,pothole,3.61,15,0.0,rural,low,dry,cold_mix,bitumen,2181,7504,3009,12694,3,Gammon India
,246,crack,2.95,0,9.72,highway,medium,rainy,patching,asphalt,1765,4828,2108,8701,7,Larsen & Toubro
,247,pothole,4.01,12,0.0,urban,high,humid,patching,concrete,3697,10000,7000,20697,5,Megha Engineering
,248,pothole,4.34,20,0.0,highway,medium,dry,cold_mix,bitumen,2585,8022,3196,13803,5,JMC Projects
,249,pothole,2.34,14,0.0,highway,low,dry,full_depth_repair,asphalt,2057,4723,2326,9106,5,Shapoorji Pallonji
,250,pothole,2.43,16,0.0,urban,medium,rainy,full_depth_repair,asphalt,2276,6110,1580,9966,8,HCC
,251,crack,1.99,0,8.32,urban,high,dry,cold_mix,asphalt,1745,4350,1216,7311,3,IRB Infrastructure
,252,pothole,4.84,19,0.0,urban,medium,humid,cold_mix,asphalt,3888,10000,2707,16595,7,Ramky Infra
,253,crack,3.52,0,4.29,highway,medium,humid,resurfacing,bitumen,929,2596,744,4269,6,GMR Infra
,254,pothole,0.51,11,0.0,urban,low,dry,resurfacing,gravel,274,665,300,1239,2,Gammon India
,255,pothole,4.33,20,0.0,highway,medium,humid,full_depth_repair,bitumen,3407,9530,4530,17467,8,Ramky Infra
,256,pothole,2.45,19,0.0,rural,high,humid,full_depth_repair,bitumen,1516,4640,2292,8448,6,Afcons Infra
,257,pothole,0.44,8,0.0,highway,low,dry,patching,asphalt,414,1155,661,2230,1,KNR Constructions
,258,crack,2.79,0,1.13,highway,high,rainy,full_depth_repair,bitumen,631,1849,589,3069,7,IRB Infrastructure
,259,crack,2.14,0,4.63,highway,very_high,dry,full_depth_repair,bitumen,1352,2875,1495,5722,6,IRB Infrastructure
,260,pothole,4.4,10,0.0,urban,low,dry,patching,asphalt,3103,10000,4777,17880,3,Punj Lloyd
,261,pothole,1.1,13,0.0,urban,high,rainy,resurfacing,bitumen,1493,3878,2154,7525,5,JMC Projects
,262,crack,4.15,0,5.82,urban,medium,dry,cold_mix,asphalt,951,3636,685,5272,4,Gammon India
,263,pothole,2.83,15,0.0,rural,high,humid,patching,asphalt,2239,4772,2041,9052,5,Sadbhav Engineering
,264,pothole,0.37,16,0.0,rural,medium,humid,patching,bitumen,783,2134,651,3568,2,JMC Projects
,265,pothole,4.86,5,0.0,highway,high,dry,full_depth_repair,concrete,4401,10000,3738,18139,9,Shapoorji Pallonji
,266,crack,2.61,0,8.93,highway,medium,dry,cold_mix,asphalt,1261,4496,1285,7042,4,Dilip Buildcon
,267,crack,1.53,0,4.22,urban,high,dry,full_depth_repair,gravel,967,2873,528,4368,4,Gammon India
,268,crack,2.4,0,7.87,highway,high,humid,cold_mix,bitumen,1560,4126,2448,8134,6,Shapoorji Pallonji
,269,pothole,4.3,1,0.0,urban,low,rainy,patching,asphalt,3758,8907,4839,17504,9,Ramky Infra
,270,pothole,1.59,15,0.0,urban,low,rainy,cold_mix,concrete,1819,5553,1642,9014,4,KNR Constructions
,271,crack,1.04,0,7.15,highway,high,rainy,full_depth_repair,asphalt,1438,4915,3083,9436,6,IRB Infrastructure
,272,crack,0.73,0,4.29,highway,medium,dry,cold_mix,asphalt,1056,2795,775,4626,1,HCC
,273,crack,1.56,0,0.75,urban,very_high,dry,cold_mix,bitumen,200,830,300,1330,3,Simplex Infra
,274,crack,3.92,0,8.12,highway,very_high,dry,cold_mix,bitumen,1911,5145,1475,8531,7,Simplex Infra
,275,pothole,2.41,16,0.0,highway,high,rainy,full_depth_repair,asphalt,3372,9052,3208,15632,8,Sadbhav Engineering
,276,crack,1.21,0,8.01,urban,medium,rainy,patching,asphalt,1687,3746,1877,7310,3,Shapoorji Pallonji
,277,pothole,0.91,15,0.0,urban,low,dry,resurfacing,asphalt,416,1452,300,2168,2,Ramky Infra
,278,crack,1.73,0,1.6,highway,high,dry,patching,concrete,763,2896,904,4563,4,Gammon India
,279,pothole,4.71,3,0.0,highway,low,rainy,cold_mix,gravel,2938,8068,2393,13399,7,GMR Infra
,280,crack,1.78,0,5.22,urban,medium,dry,resurfacing,bitumen,957,2745,662,4364,4,Shapoorji Pallonji
,281,crack,4.94,0,2.05,urban,medium,dry,cold_mix,asphalt,314,1159,554,2027,3,GMR Infra
,282,crack,2.48,0,7.6,rural,very_high,dry,cold_mix,asphalt,1487,3971,1353,6811,6,GR Infraprojects
,283,crack,0.98,0,6.45,highway,low,dry,patching,bitumen,629,1950,935,3514,2,Ashoka Buildcon
,284,pothole,4.47,2,0.0,rural,high,rainy,full_depth_repair,asphalt,3558,10000,4047,17605,11,Gayatri Projects
,285,crack,2.36,0,6.74,urban,medium,dry,cold_mix,concrete,1469,3071,1362,5902,4,JMC Projects
,286,pothole,3.58,15,0.0,highway,low,humid,cold_mix,bitumen,2177,9236,2310,13723,4,JMC Projects
,287,pothole,4.92,18,0.0,rural,high,dry,cold_mix,asphalt,2854,7135,3394,13383,5,Sadbhav Engineering
,288,pothole,0.35,9,0.0,highway,low,rainy,patching,asphalt,750,1691,587,3028,3,Megha Engineering
,289,pothole,0.57,3,0.0,highway,medium,humid,resurfacing,asphalt,440,1309,300,2049,3,GMR Infra
,290,crack,3.63,0,1.37,highway,high,dry,patching,concrete,837,2231,962,4030,5,KNR Constructions
,291,pothole,1.48,5,0.0,highway,low,dry,resurfacing,asphalt,963,3723,732,5418,3,GR Infraprojects
,292,pothole,1.0,20,0.0,highway,medium,dry,full_depth_repair,bitumen,1451,6324,1333,9108,4,Gayatri Projects
,293,pothole,0.29,20,0.0,rural,medium,dry,cold_mix,bitumen,385,993,300,1678,1,Punj Lloyd
,294,crack,0.21,0,8.4,highway,medium,rainy,cold_mix,bitumen,1745,4755,789,7289,3,KNR Constructions
,295,crack,3.89,0,9.37,rural,high,dry,patching,bitumen,748,3449,790,4987,4,GMR Infra
,296,crack,0.76,0,3.24,rural,medium,dry,patching,asphalt,902,2504,1444,4850,1,Ashoka Buildcon
,297,crack,2.39,0,1.64,urban,medium,humid,resurfacing,bitumen,350,1043,300,1693,4,GR Infraprojects
,298,pothole,3.07,14,0.0,urban,medium,rainy,cold_mix,asphalt,3012,9070,920,13002,5,GMR Infra
,299,pothole,2.2,11,0.0,urban,medium,dry,resurfacing,bitumen,1316,4624,2278,8218,5,GMR Infra
,300,crack,0.23,0,2.42,urban,medium,dry,cold_mix,bitumen,593,1257,529,2379,1,Larsen & Toubro
,301,pothole,3.94,19,0.0,urban,low,dry,cold_mix,bitumen,3041,7578,3672,14291,4,KNR Constructions
,302,pothole,0.15,6,0.0,highway,high,dry,patching,concrete,638,2346,404,3388,2,GMR Infra
,303,pothole,3.83,10,0.0,rural,very_high,dry,cold_mix,gravel,2179,6780,1380,10339,7,Punj Lloyd
,304,crack,4.48,0,4.02,urban,high,rainy,full_depth_repair,concrete,1374,3959,398,5731,10,HCC
,305,crack,2.22,0,9.55,rural,low,dry,patching,bitumen,1069,3009,300,4378,4,GMR Infra
,306,pothole,2.72,11,0.0,urban,medium,humid,full_depth_repair,asphalt,2329,6207,954,9490,5,IRB Infrastructure
,307,crack,2.44,0,7.55,highway,high,dry,full_depth_repair,concrete,1519,4737,1316,7572,6,Dilip Buildcon
,308,crack,2.01,0,3.81,urban,medium,rainy,resurfacing,concrete,1071,3565,1284,5920,5,GMR Infra
,309,crack,4.45,0,4.91,urban,high,dry,resurfacing,concrete,1413,3707,1476,6596,7,JMC Projects
,310,crack,4.48,0,4.13,highway,high,rainy,resurfacing,asphalt,1167,3405,820,5392,8,Larsen & Toubro
,311,crack,1.75,0,6.54,rural,low,dry,patching,bitumen,649,2121,745,3515,3,Afcons Infra
,312,pothole,3.11,9,0.0,highway,medium,dry,cold_mix,bitumen,3120,7318,3539,13977,5,Simplex Infra
,313,crack,4.64,0,9.64,rural,low,humid,full_depth_repair,bitumen,1134,3196,1004,5334,8,NCC Limited
,314,pothole,4.81,2,0.0,urban,medium,dry,resurfacing,bitumen,2991,8932,1235,13158,7,HCC
,315,pothole,2.59,11,0.0,rural,high,humid,resurfacing,gravel,929,3412,648,4989,5,NCC Limited
,316,crack,2.32,0,4.0,urban,very_high,rainy,cold_mix,asphalt,1652,3857,1331,6840,8,Tata Projects
,317,pothole,1.47,1,0.0,urban,very_high,dry,resurfacing,asphalt,1845,4661,2649,9155,5,KNR Constructions
,318,pothole,4.8,14,0.0,urban,low,humid,full_depth_repair,bitumen,2148,6418,2931,11497,10,Gammon India
,319,pothole,0.8,1,0.0,highway,very_high,dry,patching,concrete,684,2745,608,4037,4,JMC Projects
,320,crack,2.94,0,4.08,highway,high,dry,resurfacing,bitumen,768,2779,614,4161,7,Simplex Infra
,321,crack,1.48,0,4.86,urban,high,humid,cold_mix,concrete,1187,2793,804,4784,5,GMR Infra
,322,pothole,1.47,9,0.0,urban,very_high,humid,full_depth_repair,bitumen,1859,4853,1737,8449,8,IRB Infrastructure
,323,crack,2.08,0,3.51,highway,medium,dry,full_depth_repair,concrete,1322,3753,1319,6394,6,JMC Projects
,324,crack,4.99,0,6.52,urban,medium,rainy,patching,concrete,1109,3381,1610,6100,5,Sadbhav Engineering
,325,crack,0.37,0,3.99,rural,low,dry,full_depth_repair,bitumen,443,1582,642,2667,3,Shapoorji Pallonji
,326,crack,2.93,0,8.95,rural,low,rainy,patching,gravel,644,2476,767,3887,6,Gammon India
,327,pothole,0.5,10,0.0,highway,high,dry,full_depth_repair,asphalt,489,1148,345,1982,4,Punj Lloyd
,328,pothole,0.86,15,0.0,urban,medium,dry,cold_mix,bitumen,622,1614,406,2642,1,HCC
,329,crack,2.25,0,7.88,highway,medium,dry,patching,asphalt,1613,3852,1610,7075,2,Ramky Infra
,330,crack,2.6,0,9.01,rural,low,dry,full_depth_repair,concrete,1444,3077,1454,5975,6,Sadbhav Engineering
,331,pothole,1.37,14,0.0,urban,very_high,rainy,full_depth_repair,gravel,2401,5017,2417,9835,8,Dilip Buildcon
,332,pothole,1.65,5,0.0,urban,low,dry,resurfacing,bitumen,1204,4428,865,6497,3,KNR Constructions
,333,crack,0.53,0,6.29,urban,medium,rainy,cold_mix,asphalt,884,2210,1221,4315,3,GMR Infra
,334,pothole,1.59,15,0.0,urban,medium,rainy,resurfacing,asphalt,2512,7641,796,10949,6,Gayatri Projects
,335,crack,4.84,0,8.34,highway,low,dry,resurfacing,bitumen,1233,3559,1370,6162,5,Simplex Infra
,336,crack,4.73,0,3.25,urban,high,dry,full_depth_repair,concrete,1633,3972,952,6557,9,JMC Projects
,337,pothole,1.74,4,0.0,highway,medium,dry,patching,bitumen,1378,4067,507,5952,1,JMC Projects
,338,pothole,2.9,9,0.0,rural,medium,dry,full_depth_repair,bitumen,1965,5620,816,8401,4,Tata Projects
,339,crack,4.56,0,3.88,urban,high,dry,full_depth_repair,concrete,1251,3921,516,5688,8,Tata Projects
,340,crack,0.13,0,6.57,urban,medium,dry,cold_mix,asphalt,760,2303,1475,4538,1,Gammon India
,341,pothole,4.07,5,0.0,rural,high,rainy,cold_mix,bitumen,2902,7150,2534,12586,6,Simplex Infra
,342,crack,4.75,0,5.52,rural,high,rainy,full_depth_repair,concrete,1234,3619,376,5229,10,Ramky Infra
,343,pothole,0.55,16,0.0,highway,high,dry,cold_mix,concrete,593,1923,548,3064,2,Simplex Infra
,344,crack,0.89,0,9.32,rural,medium,rainy,resurfacing,asphalt,1390,4255,775,6420,4,Punj Lloyd
,345,pothole,4.81,16,0.0,rural,low,rainy,full_depth_repair,asphalt,2524,6820,1773,11117,8,Simplex Infra
,346,pothole,2.73,18,0.0,urban,medium,rainy,resurfacing,asphalt,1341,4095,1827,7263,7,IRB Infrastructure
,347,pothole,0.17,2,0.0,highway,medium,rainy,full_depth_repair,asphalt,568,1769,1200,3537,5,Dilip Buildcon
,348,crack,1.36,0,3.43,highway,low,dry,resurfacing,concrete,777,2894,1186,4857,3,JMC Projects
,349,crack,2.3,0,5.47,urban,medium,humid,patching,concrete,739,2620,1251,4610,5,Ashoka Buildcon
,350,pothole,3.5,3,0.0,urban,medium,dry,full_depth_repair,bitumen,3238,10000,2101,15339,7,Larsen & Toubro
,351,crack,3.69,0,1.71,highway,low,dry,patching,bitumen,437,1372,830,2639,3,Sadbhav Engineering
,352,pothole,4.98,11,0.0,highway,very_high,rainy,patching,bitumen,4002,10000,6164,20166,7,Tata Projects
,353,pothole,1.51,10,0.0,rural,high,humid,full_depth_repair,bitumen,1570,5534,1647,8751,6,Sadbhav Engineering
,354,crack,2.74,0,1.8,rural,low,dry,cold_mix,bitumen,200,824,300,1324,3,Ramky Infra
,355,crack,2.71,0,8.4,highway,high,dry,full_depth_repair,bitumen,1441,3786,1824,7051,7,Gayatri Projects
,356,pothole,2.09,19,0.0,urban,very_high,dry,full_depth_repair,asphalt,1303,3776,2293,7372,7,HCC
,357,crack,0.93,0,0.39,rural,medium,dry,cold_mix,asphalt,200,500,300,1000,1,Megha Engineering
,358,crack,4.89,0,3.87,urban,low,humid,resurfacing,gravel,668,2150,896,3714,9,NCC Limited
,359,pothole,4.28,11,0.0,urban,medium,humid,cold_mix,concrete,4963,10000,3350,18313,8,Ashoka Buildcon
,360,pothole,2.54,7,0.0,highway,high,dry,resurfacing,bitumen,1712,4040,1130,6882,6,GMR Infra
,361,crack,3.06,0,6.72,rural,low,dry,patching,asphalt,825,2532,1013,4370,3,Afcons Infra
,362,pothole,1.21,10,0.0,highway,high,humid,full_depth_repair,asphalt,2885,8761,3386,15032,5,Tata Projects
,363,pothole,2.76,17,0.0,rural,high,dry,cold_mix,bitumen,2099,5294,2784,10177,4,Shapoorji Pallonji
,364,crack,3.51,0,2.21,highway,high,dry,cold_mix,bitumen,606,1741,581,2928,4,Ramky Infra
,365,pothole,2.62,19,0.0,rural,medium,dry,resurfacing,concrete,1493,4007,780,6280,3,GR Infraprojects
,366,pothole,4.95,18,0.0,urban,medium,dry,patching,bitumen,2195,6771,3212,12178,5,HCC
,367,crack,3.1,0,9.81,highway,low,dry,full_depth_repair,asphalt,1756,4183,1614,7553,5,IRB Infrastructure
,368,crack,1.92,0,0.3,urban,medium,dry,cold_mix,concrete,221,631,300,1152,2,Ashoka Buildcon
,369,pothole,3.88,6,0.0,rural,high,rainy,resurfacing,concrete,2303,8114,4650,15067,10,NCC Limited
,370,pothole,0.94,12,0.0,rural,high,rainy,patching,bitumen,419,1332,496,2247,4,HCC
,371,crack,1.98,0,9.76,urban,high,rainy,patching,concrete,1975,5394,2096,9465,5,Afcons Infra
,372,crack,1.8,0,4.93,urban,low,humid,resurfacing,bitumen,1000,2382,1007,4389,4,JMC Projects
,373,crack,2.22,0,0.67,highway,low,humid,patching,gravel,335,913,300,1548,3,Ashoka Buildcon
,374,crack,3.93,0,9.38,urban,high,dry,resurfacing,bitumen,1528,4019,709,6256,7,Afcons Infra
,375,pothole,2.47,1,0.0,rural,very_high,rainy,resurfacing,bitumen,1684,5647,2018,9349,8,Tata Projects
,376,crack,3.99,0,9.14,rural,low,rainy,resurfacing,bitumen,1092,3279,929,5300,7,HCC
,377,crack,2.92,0,4.71,urban,high,humid,patching,bitumen,931,3397,963,5291,7,Punj Lloyd
,378,pothole,1.78,2,0.0,highway,medium,dry,full_depth_repair,bitumen,1552,4448,736,6736,4,Simplex Infra
,379,crack,4.07,0,8.36,highway,medium,dry,full_depth_repair,asphalt,1681,4058,1247,6986,8,Tata Projects
,380,pothole,1.27,3,0.0,urban,high,rainy,cold_mix,concrete,3069,10000,1776,14845,5,Punj Lloyd
,381,crack,1.2,0,0.26,rural,high,rainy,resurfacing,asphalt,200,643,300,1143,6,Ashoka Buildcon
,382,crack,2.57,0,4.38,urban,medium,dry,cold_mix,gravel,922,2273,697,3892,4,Gayatri Projects
,383,crack,1.38,0,3.62,rural,high,dry,cold_mix,bitumen,530,2140,744,3414,3,Gammon India
,384,pothole,0.14,8,0.0,rural,high,rainy,cold_mix,bitumen,304,875,323,1502,4,GMR Infra
,385,pothole,3.28,6,0.0,urban,medium,dry,resurfacing,concrete,3819,8121,3422,15362,6,Ashoka Buildcon
,386,crack,2.6,0,0.41,urban,high,dry,cold_mix,bitumen,200,500,300,1000,4,Ashoka Buildcon
,387,pothole,2.28,4,0.0,rural,low,humid,resurfacing,bitumen,1591,4717,1220,7528,5,GR Infraprojects
,388,pothole,4.84,10,0.0,urban,low,dry,patching,concrete,4012,10000,1837,15849,5,Larsen & Toubro
,389,pothole,2.9,14,0.0,urban,medium,dry,resurfacing,bitumen,709,2022,1116,3847,4,Tata Projects
,390,pothole,4.33,15,0.0,highway,medium,humid,resurfacing,concrete,4528,10000,4814,19342,9,GMR Infra
,391,pothole,0.78,7,0.0,urban,low,dry,resurfacing,bitumen,430,1760,393,2583,3,Larsen & Toubro
,392,pothole,2.89,7,0.0,rural,medium,dry,full_depth_repair,gravel,870,2277,1194,4341,6,NCC Limited
,393,crack,4.35,0,5.69,urban,high,rainy,patching,bitumen,1206,3059,573,4838,9,Larsen & Toubro
,394,crack,2.96,0,2.35,highway,medium,dry,resurfacing,concrete,486,1306,670,2462,5,Larsen & Toubro
,395,pothole,3.62,2,0.0,urban,medium,dry,full_depth_repair,concrete,3456,9168,3081,15705,8,Megha Engineering
,396,crack,1.92,0,4.56,urban,high,dry,resurfacing,bitumen,1052,3275,941,5268,5,Megha Engineering
,397,crack,0.55,0,0.88,rural,low,dry,patching,bitumen,200,500,300,1000,1,GR Infraprojects
,398,crack,2.34,0,6.73,highway,medium,humid,patching,asphalt,996,3446,554,4996,4,IRB Infrastructure
,399,crack,2.03,0,1.46,highway,low,humid,cold_mix,asphalt,354,1513,417,2284,4,Punj Lloyd
,400,pothole,4.35,6,0.0,urban,medium,dry,full_depth_repair,asphalt,3212,7244,3772,14228,8,Ashoka Buildcon
,401,crack,1.3,0,5.37,highway,medium,dry,resurfacing,asphalt,864,3600,966,5430,2,Ramky Infra
,402,crack,4.84,0,2.22,highway,low,dry,resurfacing,gravel,518,1418,317,2253,8,HCC
,403,pothole,4.79,10,0.0,highway,low,dry,full_depth_repair,asphalt,2367,7638,2352,12357,9,KNR Constructions
,404,pothole,1.31,14,0.0,highway,low,humid,full_depth_repair,bitumen,1648,4471,808,6927,5,GR Infraprojects
,405,crack,1.81,0,5.38,rural,medium,humid,cold_mix,concrete,1058,3052,692,4802,4,Tata Projects
,406,crack,4.49,0,4.83,highway,low,dry,cold_mix,bitumen,1031,3393,1189,5613,6,HCC
,407,crack,4.84,0,6.77,rural,medium,dry,cold_mix,concrete,897,3178,684,4759,6,Gammon India
,408,crack,2.27,0,5.76,rural,high,dry,cold_mix,bitumen,642,1955,667,3264,3,GR Infraprojects
,409,crack,1.67,0,9.87,urban,medium,humid,patching,concrete,1424,4094,1967,7485,3,Tata Projects
,410,crack,2.68,0,8.28,urban,medium,dry,full_depth_repair,asphalt,1424,3195,1727,6346,5,NCC Limited
,411,pothole,3.47,17,0.0,urban,very_high,dry,cold_mix,concrete,5000,10000,2811,17811,6,KNR Constructions
,412,crack,1.44,0,8.63,highway,high,humid,resurfacing,asphalt,2368,6475,1602,10445,5,Gayatri Projects
,413,crack,3.71,0,4.57,urban,medium,humid,resurfacing,concrete,1365,4223,812,6400,6,Gayatri Projects
,414,pothole,0.35,14,0.0,urban,medium,dry,cold_mix,gravel,289,678,334,1301,1,Sadbhav Engineering
,415,pothole,0.34,19,0.0,urban,high,dry,cold_mix,concrete,688,1620,799,3107,2,Tata Projects
,416,pothole,1.99,9,0.0,rural,very_high,dry,resurfacing,concrete,1170,4295,1697,7162,6,NCC Limited
,417,pothole,1.83,8,0.0,highway,medium,dry,cold_mix,bitumen,2234,7613,1280,11127,2,Tata Projects
,418,crack,1.65,0,1.95,rural,medium,rainy,full_depth_repair,bitumen,431,1089,300,1820,6,Gammon India
,419,crack,2.51,0,6.28,urban,high,rainy,patching,bitumen,1261,3401,1796,6458,6,Megha Engineering
,420,crack,1.67,0,6.83,highway,low,rainy,resurfacing,asphalt,975,3079,1628,5682,6,Gayatri Projects
,421,crack,1.04,0,4.93,urban,high,dry,patching,asphalt,1224,3759,1010,5993,3,Gayatri Projects
,422,crack,1.62,0,0.5,highway,medium,rainy,cold_mix,bitumen,391,1164,300,1855,4,Dilip Buildcon
,423,crack,4.88,0,6.6,urban,very_high,rainy,patching,bitumen,697,2666,739,4102,8,Punj Lloyd
,424,pothole,2.11,10,0.0,highway,very_high,dry,cold_mix,gravel,1435,4021,1577,7033,5,Gammon India
,425,crack,2.28,0,4.29,urban,low,rainy,cold_mix,asphalt,1322,3819,648,5789,4,NCC Limited
,426,pothole,2.93,18,0.0,highway,medium,humid,resurfacing,bitumen,2084,5104,2969,10157,5,Gammon India
,427,pothole,4.92,3,0.0,urban,medium,dry,full_depth_repair,bitumen,3456,10000,2346,15802,7,Tata Projects
,428,crack,1.28,0,2.26,urban,low,dry,patching,bitumen,425,1480,605,2510,2,IRB Infrastructure
,429,pothole,3.44,11,0.0,highway,medium,dry,patching,concrete,3005,9339,4549,16893,3,Afcons Infra
,430,crack,3.61,0,8.9,urban,medium,dry,cold_mix,bitumen,803,2744,1314,4861,2,Gammon India
,431,pothole,3.08,16,0.0,highway,medium,rainy,full_depth_repair,concrete,5000,10000,7000,22000,7,IRB Infrastructure
,432,crack,0.53,0,5.89,highway,high,rainy,cold_mix,bitumen,1484,3940,805,6229,4,Punj Lloyd
,433,pothole,3.42,6,0.0,rural,low,rainy,resurfacing,concrete,3166,7703,3862,14731,6,JMC Projects
,434,crack,0.41,0,6.59,urban,high,rainy,resurfacing,concrete,2014,5744,579,8337,5,Shapoorji Pallonji
,435,crack,3.02,0,2.39,highway,very_high,humid,full_depth_repair,asphalt,749,2109,913,3771,9,Simplex Infra
,436,crack,3.72,0,2.59,highway,medium,dry,patching,concrete,860,2647,726,4233,3,Sadbhav Engineering
,437,crack,1.13,0,4.72,rural,low,rainy,full_depth_repair,concrete,1312,3630,827,5769,6,GMR Infra
,438,crack,4.22,0,8.99,urban,low,dry,patching,bitumen,661,2805,792,4258,5,Tata Projects
,439,pothole,0.25,1,0.0,urban,medium,dry,patching,gravel,314,1000,418,1732,1,Larsen & Toubro
,440,pothole,4.23,17,0.0,urban,high,humid,patching,bitumen,4071,9909,3358,17338,7,Punj Lloyd
,441,pothole,2.36,8,0.0,rural,medium,rainy,cold_mix,asphalt,1195,4149,2467,7811,4,Ramky Infra
,442,crack,1.17,0,8.11,highway,high,dry,cold_mix,bitumen,1330,5144,1621,8095,3,Gayatri Projects
,443,pothole,0.76,15,0.0,highway,high,dry,full_depth_repair,bitumen,254,1047,391,1692,4,IRB Infrastructure
,444,crack,4.77,0,2.93,highway,medium,rainy,cold_mix,concrete,1000,2249,1007,4256,6,Gammon India
,445,crack,0.46,0,2.41,rural,medium,humid,cold_mix,bitumen,458,1338,300,2096,2,KNR Constructions
,446,pothole,1.08,10,0.0,urban,medium,rainy,resurfacing,asphalt,2780,6479,2081,11340,5,JMC Projects
,447,pothole,1.8,9,0.0,highway,high,dry,full_depth_repair,bitumen,1068,3043,1269,5380,6,Tata Projects
,448,crack,3.14,0,5.34,highway,low,dry,patching,concrete,704,2572,1408,4684,3,Dilip Buildcon
,449,pothole,2.77,3,0.0,rural,very_high,dry,full_depth_repair,bitumen,1489,3711,1063,6263,7,Punj Lloyd
,450,crack,0.72,0,1.61,urban,high,rainy,cold_mix,bitumen,780,1746,781,3307,4,Afcons Infra
,451,crack,1.52,0,8.46,rural,medium,dry,patching,bitumen,717,2841,1166,4724,1,Tata Projects
,452,crack,1.27,0,2.04,urban,medium,dry,resurfacing,concrete,811,2779,382,3972,3,GMR Infra
,453,crack,1.15,0,9.33,urban,medium,rainy,full_depth_repair,bitumen,1093,4016,1583,6692,5,Gayatri Projects
,454,crack,2.11,0,2.58,rural,medium,rainy,resurfacing,asphalt,736,1724,805,3265,5,Tata Projects
,455,pothole,3.55,7,0.0,urban,medium,rainy,patching,concrete,4081,10000,5477,19558,4,Gayatri Projects
,456,pothole,1.17,15,0.0,highway,low,humid,cold_mix,bitumen,1273,3819,1371,6463,2,Simplex Infra
,457,crack,1.9,0,2.92,urban,low,rainy,resurfacing,gravel,349,913,447,1709,6,Gayatri Projects
,458,crack,2.02,0,3.25,rural,medium,dry,cold_mix,bitumen,774,2814,542,4130,3,Gayatri Projects
,459,pothole,4.88,7,0.0,highway,medium,humid,full_depth_repair,concrete,4747,10000,7000,21747,6,Afcons Infra
,460,pothole,4.78,7,0.0,rural,medium,dry,patching,concrete,2842,7666,2644,13152,4,HCC
,461,crack,4.02,0,5.61,highway,high,dry,cold_mix,bitumen,1196,3243,1133,5572,4,GMR Infra
,462,pothole,1.28,15,0.0,highway,medium,rainy,patching,asphalt,2278,9360,2037,13675,4,Ramky Infra
,463,crack,0.43,0,3.14,highway,low,dry,full_depth_repair,asphalt,1381,4103,468,5952,3,Gammon India
